t_ms,aX,aY,aZ,gX_yaw,gY,gZ_roll,sog_kn,cog_deg,roll_raw,amag
# BOOT millis=1200
24417,8.680,0.450,1.400,0.12,-0.31,-5.94,25.40,337.7,-3.0,8.80
24457,10.040,0.460,1.160,-3.12,3.38,-4.38,25.40,337.7,-2.6,10.12
24497,10.550,-1.070,0.890,-1.50,1.44,-3.38,25.40,337.7,5.8,10.64
24537,9.420,0.730,0.480,-1.31,0.06,-4.94,25.40,337.7,-4.4,9.46
24577,10.470,-1.380,1.810,-1.69,0.00,-3.88,25.40,337.7,7.5,10.71
24617,7.070,-0.840,0.150,0.06,1.31,-6.31,25.40,337.7,6.8,7.12
24657,8.560,-0.670,0.150,-1.38,-1.50,-7.44,25.40,337.7,4.5,8.59
24697,11.690,1.140,-0.930,0.12,-2.81,-11.19,25.40,337.7,-5.6,11.78
24737,13.080,1.130,1.570,0.19,-0.94,-8.69,25.40,337.7,-4.9,13.22
24777,10.550,0.820,-0.820,1.25,-5.25,-7.38,25.40,337.7,-4.4,10.61
24817,13.680,1.950,1.420,1.75,-3.88,-8.50,25.40,337.7,-8.1,13.89
24857,10.530,2.070,-6.440,2.25,-4.50,-8.62,25.40,337.7,-11.1,12.52
24897,3.780,0.730,-4.460,3.50,-2.38,-6.38,25.40,337.7,-10.9,5.89
24937,10.440,1.000,0.050,-1.06,1.69,-7.94,25.40,337.7,-5.5,10.49
24977,10.720,1.730,0.960,0.56,1.06,-8.69,26.73,341.3,-9.2,10.90
25017,11.710,3.040,-0.780,-0.12,0.75,-9.12,26.73,341.3,-14.6,12.12
25057,8.730,0.530,1.030,3.81,-1.44,-6.88,26.73,341.3,-3.5,8.81
25097,10.030,2.860,3.800,10.06,-5.94,-8.56,26.73,341.3,-15.9,11.10
25137,10.250,1.940,-0.880,1.69,-0.62,-8.81,26.73,341.3,-10.7,10.47
25177,19.130,2.850,5.010,1.69,2.25,-4.50,26.73,341.3,-8.5,19.98
25217,11.470,-1.370,-0.280,2.81,-2.44,-0.75,26.73,341.3,6.8,11.55
25257,8.300,-1.410,2.200,5.75,-8.44,-2.81,26.73,341.3,9.6,8.70
25297,9.890,-1.340,-2.330,3.81,-1.06,-4.00,26.73,341.3,7.7,10.25
25337,9.660,-0.370,-0.310,0.12,3.44,-2.62,26.73,341.3,2.2,9.67
25377,11.840,0.220,1.910,1.69,1.88,-4.00,26.73,341.3,-1.1,12.00
25417,9.430,2.020,-1.640,3.69,-1.12,-5.88,26.73,341.3,-12.1,9.78
25457,7.080,2.140,-0.220,1.88,4.88,-4.94,26.73,341.3,-16.8,7.40
25497,5.300,1.430,2.160,-1.19,6.44,-6.31,26.73,341.3,-15.1,5.90
25537,8.090,0.940,2.710,-0.31,2.00,-6.00,26.73,341.3,-6.6,8.58
25577,9.540,-0.110,1.310,1.50,1.00,-5.75,26.73,341.3,0.7,9.63
25617,6.930,-0.230,0.010,3.88,-3.19,-6.25,26.73,341.3,1.9,6.93
25657,9.570,1.590,-1.960,4.25,-3.50,-7.69,26.73,341.3,-9.4,9.90
25697,6.500,1.250,-2.280,2.62,-2.06,-7.81,26.73,341.3,-10.9,7.00
25737,10.270,1.360,-0.140,3.88,-0.12,-4.75,26.73,341.3,-7.5,10.36
25777,11.810,1.540,1.620,0.62,1.50,-6.06,26.73,341.3,-7.4,12.02
25817,8.740,2.620,-5.540,6.00,-3.69,-5.25,26.73,341.3,-16.7,10.67
25857,5.570,0.460,4.100,3.06,7.50,-4.12,26.73,341.3,-4.7,6.93
25897,7.470,-0.140,0.440,3.44,1.81,-2.38,26.73,341.3,1.1,7.48
25937,9.620,0.700,0.020,2.94,1.75,-4.62,26.59,340.6,-4.2,9.65
25977,7.530,-0.130,0.620,4.25,2.81,-1.12,26.59,340.6,1.0,7.56
26017,4.130,-0.510,-0.480,4.31,3.38,-6.88,26.59,340.6,7.0,4.19
26057,9.900,-0.470,0.710,3.88,-2.31,-2.69,26.59,340.6,2.7,9.94
26097,11.080,1.090,1.380,5.69,0.81,-2.44,26.59,340.6,-5.6,11.22
26137,9.870,0.180,2.650,1.12,4.50,-1.12,26.59,340.6,-1.0,10.22
26177,5.860,-0.200,1.600,3.69,3.31,-2.31,26.59,340.6,2.0,6.08
26217,5.950,1.170,2.190,3.00,-0.25,-4.50,26.59,340.6,-11.1,6.45
26257,8.330,1.990,0.670,2.50,0.19,-3.31,26.59,340.6,-13.4,8.59
26297,5.200,0.560,1.510,4.88,0.00,-2.38,26.59,340.6,-6.1,5.44
26337,21.500,1.590,-6.210,3.62,-4.62,-0.56,26.59,340.6,-4.2,22.44
26377,1.200,0.940,1.550,6.50,1.25,-1.69,26.59,340.6,-38.1,2.17
26417,5.640,1.400,0.390,3.88,3.69,-2.12,26.59,340.6,-13.9,5.82
26457,5.820,1.050,0.120,3.69,4.75,0.88,26.59,340.6,-10.2,5.92
26497,10.280,0.830,0.760,3.56,3.06,1.38,26.59,340.6,-4.6,10.34
26537,12.150,0.870,-0.250,3.31,2.06,0.19,26.59,340.6,-4.1,12.18
26577,7.230,0.040,2.190,8.06,2.12,-1.25,26.59,340.6,-0.3,7.55
26617,4.470,-0.580,0.570,0.75,3.00,0.94,26.59,340.6,7.4,4.54
26657,7.170,0.420,-0.570,5.56,0.00,0.62,26.59,340.6,-3.4,7.20
26697,8.040,-1.000,1.270,5.12,1.50,1.88,26.59,340.6,7.1,8.20
26737,9.260,0.220,1.310,3.19,1.44,0.56,26.59,340.6,-1.4,9.35
26777,5.580,-0.280,-2.310,2.56,0.50,2.31,26.59,340.6,2.9,6.05
26817,7.060,-0.340,-2.570,6.31,-3.19,2.19,26.59,340.6,2.8,7.52
26857,8.560,-0.120,-2.180,5.06,-0.94,3.06,26.59,340.6,0.8,8.83
26897,8.920,0.920,-1.430,5.62,-2.38,0.31,26.59,340.6,-5.9,9.08
26937,12.520,2.370,2.590,4.44,1.06,-0.75,26.59,340.6,-10.7,13.00
26977,7.410,0.420,-4.220,6.75,0.88,2.81,26.68,338.3,-3.2,8.54
27017,9.370,-0.250,-1.520,6.25,0.94,-0.56,26.68,338.3,1.5,9.50
27057,8.860,-0.160,-1.030,2.38,2.62,0.56,26.68,338.3,1.0,8.92
27097,7.110,-0.200,-0.540,2.31,-0.81,0.75,26.68,338.3,1.6,7.13
27137,8.300,-0.820,0.440,5.06,0.56,0.38,26.68,338.3,5.6,8.35
27177,10.620,-0.510,0.000,4.69,-3.31,-0.19,26.68,338.3,2.7,10.63
27217,15.410,1.870,2.610,6.38,-0.12,3.44,26.68,338.3,-6.9,15.74
27257,15.410,-1.640,2.340,4.38,4.88,8.19,26.68,338.3,6.1,15.67
27297,10.700,-0.330,-0.760,2.44,2.56,3.50,26.68,338.3,1.8,10.73
27337,9.780,1.190,1.230,-0.19,5.00,1.06,26.68,338.3,-6.9,9.93
27377,8.650,-0.280,0.180,5.50,2.19,0.31,26.68,338.3,1.9,8.66
27417,7.680,0.160,2.620,3.00,4.12,-1.31,26.68,338.3,-1.2,8.12
27457,10.660,0.530,0.100,1.44,0.81,-1.62,26.68,338.3,-2.8,10.67
27497,6.730,-0.890,1.260,1.38,7.25,-0.06,26.68,338.3,7.5,6.90
27537,9.350,-1.060,-0.940,-1.44,3.56,-0.12,26.68,338.3,6.5,9.46
27577,6.590,-0.620,-1.020,1.12,0.88,0.88,26.68,338.3,5.4,6.70
27617,4.760,-0.420,2.240,2.81,4.38,2.25,26.68,338.3,5.0,5.28
27657,2.300,-2.490,1.810,3.00,8.00,2.06,26.68,338.3,47.3,3.84
27697,9.630,0.230,5.150,-2.06,9.00,-0.31,26.68,338.3,-1.4,10.92
27737,6.200,0.450,2.320,2.56,-0.38,-2.56,26.68,338.3,-4.2,6.64
27777,8.300,1.070,-0.010,4.44,-2.88,-5.25,26.68,338.3,-7.3,8.37
27817,13.060,1.780,1.090,3.50,-4.50,-6.75,26.68,338.3,-7.8,13.23
27857,15.870,3.600,4.690,0.25,3.31,6.25,26.68,338.3,-12.8,16.94
27897,1.710,-2.590,5.640,-3.94,3.31,7.75,26.68,338.3,56.6,6.44
27937,10.680,2.310,3.670,2.69,3.12,5.69,26.87,334.5,-12.2,11.53
27977,11.800,-0.080,2.140,8.81,-2.62,1.94,26.87,334.5,0.4,11.99
28017,8.800,0.280,2.370,6.31,-2.44,-0.06,26.87,334.5,-1.8,9.12
28057,9.070,0.950,-0.480,4.19,-0.69,-2.56,26.87,334.5,-6.0,9.13
28097,21.260,1.550,1.330,6.19,-6.56,-9.81,26.87,334.5,-4.2,21.36
28137,15.070,-0.370,-2.650,5.69,0.12,4.25,26.87,334.5,1.4,15.31
28177,10.480,-0.260,-2.500,0.88,-0.56,3.19,26.87,334.5,1.4,10.78
28217,11.650,-0.360,-2.250,8.38,-3.38,3.44,26.87,334.5,1.8,11.87
28257,11.990,2.070,-2.450,3.25,2.94,1.25,26.87,334.5,-9.8,12.41
28297,3.330,0.210,-1.700,2.69,-6.38,3.50,26.87,334.5,-3.6,3.74
28337,5.370,0.910,-3.100,13.38,-3.19,-0.81,26.87,334.5,-9.6,6.27
28377,6.480,0.380,-0.870,8.31,-1.62,-2.06,26.87,334.5,-3.4,6.55
28417,8.950,1.320,1.750,5.94,-2.06,-3.81,26.87,334.5,-8.4,9.21
28457,8.590,3.210,2.690,3.31,2.19,-5.81,26.87,334.5,-20.5,9.56
28497,-0.510,-0.080,-6.380,7.12,-9.00,1.81,26.87,334.5,171.1,6.40
28537,13.570,1.690,-3.230,11.25,-9.88,-1.88,26.87,334.5,-7.1,14.05
28577,15.940,1.270,1.280,7.81,-1.06,-0.69,26.87,334.5,-4.6,16.04
28617,7.440,0.080,3.040,6.12,4.81,-0.56,26.87,334.5,-0.6,8.04
28657,15.910,0.600,3.830,4.88,4.06,2.00,26.87,334.5,-2.2,16.38
28697,9.140,-0.570,-1.380,8.75,-3.31,1.75,26.87,334.5,3.6,9.26
28737,6.550,-0.570,-3.300,7.88,-5.69,1.00,26.87,334.5,5.0,7.36
28777,14.580,1.110,1.910,3.69,-1.44,-0.38,26.87,334.5,-4.4,14.75
28817,17.950,2.070,7.830,4.12,-5.62,1.75,26.87,334.5,-6.6,19.69
28857,10.300,-1.310,2.610,8.38,-8.38,-0.69,26.87,334.5,7.2,10.71
28897,9.110,-0.100,-3.900,9.56,-6.00,-1.94,26.87,334.5,0.6,9.91
28937,6.710,0.100,-5.650,7.06,1.25,1.75,26.81,330.5,-0.9,8.77
28977,8.380,-1.020,-1.140,4.94,2.88,3.12,26.81,330.5,6.9,8.52
29017,9.160,-0.980,1.680,5.00,2.06,1.44,26.81,330.5,6.1,9.36
29057,8.780,0.000,0.090,5.75,-1.19,-2.00,26.81,330.5,-0.0,8.78
29097,8.810,1.480,1.030,4.38,-1.50,-4.12,26.81,330.5,-9.5,8.99
29137,8.990,1.330,0.620,4.69,3.25,2.50,26.81,330.5,-8.4,9.11
29177,6.050,1.160,-4.900,6.25,-3.69,2.25,26.81,330.5,-10.9,7.87
29217,11.640,2.060,1.590,9.88,-4.00,-0.12,26.81,330.5,-10.0,11.93
29257,14.380,-2.410,2.010,3.38,2.50,8.25,26.81,330.5,9.5,14.72
29297,12.460,1.160,3.020,3.50,2.88,-0.12,26.81,330.5,-5.3,12.87
29337,7.290,0.930,1.250,5.38,6.88,0.31,26.81,330.5,-7.3,7.45
29377,8.240,-0.410,-2.640,2.38,1.38,3.12,26.81,330.5,2.8,8.66
29417,11.740,0.110,-0.140,4.00,0.81,1.50,26.81,330.5,-0.5,11.74
29457,9.740,-1.710,1.600,4.56,2.25,2.94,26.81,330.5,10.0,10.02
29497,6.800,0.860,-0.610,5.06,-0.25,-0.31,26.81,330.5,-7.2,6.88
29537,10.720,-0.430,-0.070,4.44,0.31,-0.25,26.81,330.5,2.3,10.73
29577,11.090,0.140,-0.150,5.25,0.81,-1.94,26.81,330.5,-0.7,11.09
29617,5.860,1.170,0.290,4.19,0.88,-1.75,26.81,330.5,-11.3,5.98
29657,12.720,1.300,-0.400,5.88,0.06,-2.06,26.81,330.5,-5.8,12.79
29697,10.870,1.710,-1.510,4.38,-2.44,-2.50,26.81,330.5,-8.9,11.11
29737,5.260,2.080,-2.100,3.88,5.75,-2.31,26.81,330.5,-21.6,6.03
29777,13.090,0.810,6.060,-0.56,5.88,4.38,26.81,330.5,-3.5,14.45
29817,10.180,0.520,3.440,2.00,0.75,0.56,26.81,330.5,-2.9,10.76
29857,10.220,-0.310,-2.690,7.56,-3.75,-0.44,26.81,330.5,1.7,10.57
29897,8.230,-0.780,0.040,7.94,-3.19,-1.12,26.81,330.5,5.4,8.27
29937,8.060,0.070,0.430,5.06,-1.38,-2.38,27.20,325.9,-0.5,8.07
29977,12.480,1.450,-1.140,5.19,-2.81,-4.19,27.20,325.9,-6.6,12.62
30017,2.900,0.270,-3.110,4.25,2.62,0.06,27.20,325.9,-5.3,4.26
30057,6.580,0.570,0.930,2.19,5.31,1.12,27.20,325.9,-5.0,6.67
30097,14.280,0.600,2.260,2.75,5.69,2.75,27.20,325.9,-2.4,14.47
30137,10.130,0.770,2.250,7.50,-2.12,-1.06,27.20,325.9,-4.3,10.41
30177,9.560,-0.420,-1.710,5.56,-0.06,0.00,27.20,325.9,2.5,9.72
30217,7.690,-0.840,0.640,5.94,1.25,1.19,27.20,325.9,6.2,7.76
30257,8.370,-0.390,1.730,4.06,1.69,-0.50,27.20,325.9,2.7,8.56
30297,1.370,1.300,-2.000,7.19,-2.69,-5.38,27.20,325.9,-43.5,2.75
30337,8.860,-1.290,-1.250,8.25,-0.62,-1.69,27.20,325.9,8.3,9.04
30377,7.530,0.940,0.510,7.81,-4.31,-6.75,27.20,325.9,-7.1,7.61
30417,9.290,2.810,2.520,3.19,1.81,-8.75,27.20,325.9,-16.8,10.03
30457,15.270,3.790,2.740,5.19,2.50,-7.19,27.20,325.9,-13.9,15.97
30497,8.850,1.800,5.220,6.62,1.44,-5.62,27.20,325.9,-11.5,10.43
30537,19.400,3.290,6.760,3.44,-0.69,-1.69,27.20,325.9,-9.6,20.81
30577,4.530,1.330,-1.360,11.62,-5.00,-4.50,27.20,325.9,-16.4,4.91
30617,7.900,2.460,-6.240,6.81,-2.88,-7.44,27.20,325.9,-17.3,10.36
30657,5.780,-0.010,3.060,1.56,6.56,-2.06,27.20,325.9,0.1,6.54
30697,10.700,1.620,2.770,2.50,4.25,-2.00,27.20,325.9,-8.6,11.17
30737,8.820,0.240,-1.520,3.94,-1.00,-3.19,27.20,325.9,-1.6,8.95
30777,11.820,-0.470,-0.610,5.81,-5.44,-2.62,27.20,325.9,2.3,11.85
30817,12.490,-0.530,-1.970,10.19,-4.50,-0.56,27.20,325.9,2.4,12.66
30857,10.440,-0.970,-0.470,6.25,0.31,-0.81,27.20,325.9,5.3,10.50
30897,7.710,0.200,-0.850,8.94,-0.94,-2.44,27.20,325.9,-1.5,7.76
30937,15.380,-1.470,0.430,6.00,0.81,-1.00,27.18,321.2,5.5,15.46
30977,13.680,-0.770,1.940,4.50,-1.75,0.38,27.18,321.2,3.2,13.84
31017,9.520,0.040,-1.380,13.31,-0.62,-1.00,27.18,321.2,-0.2,9.62
31057,8.920,0.250,-0.370,6.25,-0.12,-2.44,27.18,321.2,-1.6,8.93
31097,19.460,1.350,-2.490,6.69,-1.25,-3.06,27.18,321.2,-4.0,19.67
31137,9.580,3.490,-0.060,10.94,-4.06,-3.12,27.18,321.2,-20.0,10.20
31177,9.450,1.780,1.300,9.00,1.62,-2.56,27.18,321.2,-10.7,9.70
31217,12.460,0.630,2.570,7.62,2.88,0.25,27.18,321.2,-2.9,12.74
31257,10.920,-0.240,-1.940,2.44,3.19,1.44,27.18,321.2,1.3,11.09
31297,16.310,-0.440,4.800,7.56,3.56,2.75,27.18,321.2,1.5,17.01
31337,12.330,1.730,2.080,5.50,1.00,-0.06,27.18,321.2,-8.0,12.62
31377,4.390,-1.930,-1.460,7.81,-2.12,6.12,27.18,321.2,23.7,5.01
31417,1.690,-0.540,0.070,5.31,1.25,2.00,27.18,321.2,17.7,1.78
31457,12.340,-0.610,3.350,3.50,-1.06,3.00,27.18,321.2,2.8,12.80
31497,13.620,-0.190,0.390,8.19,-5.06,1.62,27.18,321.2,0.8,13.63
31537,8.980,0.780,0.940,9.06,0.19,1.69,27.18,321.2,-5.0,9.06
31577,8.920,2.740,-0.510,6.44,4.00,-1.94,27.18,321.2,-17.1,9.35
31617,0.440,-0.310,3.520,6.00,14.56,6.12,27.18,321.2,35.2,3.56
31657,4.500,1.770,-1.890,-0.31,6.31,-3.88,27.18,321.2,-21.5,5.19
31697,8.140,2.050,1.350,4.25,3.44,-3.50,27.18,321.2,-14.1,8.50
31737,7.260,-0.020,-0.530,6.75,0.31,-4.25,27.18,321.2,0.2,7.28
31777,12.710,0.040,0.900,4.94,0.25,-2.94,27.18,321.2,-0.2,12.74
31817,10.600,1.610,-1.040,7.12,-3.69,-5.81,27.18,321.2,-8.6,10.77
31857,9.880,-3.510,-4.450,6.50,-11.00,2.69,27.18,321.2,19.6,11.39
31897,9.440,-3.020,-3.420,12.75,-6.75,5.44,27.18,321.2,17.7,10.48
31937,11.900,-0.960,-0.570,10.81,-0.81,-1.50,27.72,316.7,4.6,11.95
31977,9.580,-0.730,-0.560,5.50,2.62,0.00,27.72,316.7,4.4,9.62
32017,5.070,-2.160,2.300,2.81,4.06,3.62,27.72,316.7,23.1,5.97
32057,10.050,0.560,1.360,6.56,0.19,-0.25,27.72,316.7,-3.2,10.16
32097,20.470,3.220,5.520,2.62,0.75,-1.75,27.72,316.7,-8.9,21.44
32137,8.210,0.680,-2.400,10.69,-4.69,-3.31,27.72,316.7,-4.7,8.58
32177,7.830,0.270,1.130,7.69,-5.31,-2.00,27.72,316.7,-2.0,7.92
32217,1.420,0.480,0.680,3.94,8.38,6.19,27.72,316.7,-18.7,1.65
32257,13.400,1.480,4.600,8.75,0.94,-0.75,27.72,316.7,-6.3,14.24
32297,11.430,-1.230,1.280,5.00,3.62,-0.25,27.72,316.7,6.1,11.57
32337,9.980,0.510,0.150,7.00,-1.38,-0.12,27.72,316.7,-2.9,9.99
32377,8.700,1.820,1.860,5.62,5.38,0.62,27.72,316.7,-11.8,9.08
32417,7.180,-0.340,1.140,4.44,4.12,2.44,27.72,316.7,2.7,7.28
32457,9.020,-0.790,-0.030,4.81,2.19,1.06,27.72,316.7,5.0,9.05
32497,10.710,-0.700,1.940,4.38,3.88,4.06,27.72,316.7,3.7,10.91
32537,5.920,-0.860,3.290,4.50,1.25,2.06,27.72,316.7,8.3,6.83
32577,10.700,-0.630,1.130,5.94,-1.38,-0.88,27.72,316.7,3.4,10.78
32617,13.870,-1.210,-0.530,5.88,0.25,0.50,27.72,316.7,5.0,13.93
32657,3.480,0.230,-1.240,6.50,3.38,0.88,27.72,316.7,-3.8,3.70
32697,9.890,1.320,-0.160,7.12,1.06,-3.12,27.72,316.7,-7.6,9.98
32737,12.790,0.720,0.690,3.88,0.69,-1.75,27.72,316.7,-3.2,12.83
32777,10.440,-0.580,-0.570,7.88,-0.56,0.50,27.72,316.7,3.2,10.47
32817,6.360,0.840,0.160,5.44,-0.06,-3.88,27.72,316.7,-7.5,6.42
32857,6.110,0.340,0.030,6.00,-0.56,-1.81,27.72,316.7,-3.2,6.12
32897,18.380,2.680,-3.650,7.19,-7.31,-6.50,27.72,316.7,-8.3,18.93
32937,-2.350,0.900,-6.680,4.75,7.44,-2.00,26.67,309.5,-159.0,7.14
32977,6.810,0.790,-0.320,6.62,3.81,-11.81,26.67,309.5,-6.6,6.86
33017,11.530,-1.410,1.810,2.62,9.38,1.88,26.67,309.5,7.0,11.76
33057,7.150,-2.550,3.570,5.81,9.19,4.62,26.67,309.5,19.6,8.39
33097,8.440,-2.270,-0.920,5.06,2.69,0.19,26.67,309.5,15.1,8.79
33137,8.390,-0.660,0.890,8.50,-2.69,-1.44,26.67,309.5,4.5,8.46
33177,16.720,2.420,0.980,8.06,-1.94,-7.69,26.67,309.5,-8.2,16.92
33217,12.430,-2.460,3.090,6.75,-0.12,2.31,26.67,309.5,11.2,13.04
33257,9.470,0.570,-0.240,9.25,-2.25,-1.56,26.67,309.5,-3.4,9.49
33297,-1.230,-0.710,-0.420,8.25,6.38,8.44,26.67,309.5,150.0,1.48
33337,13.820,1.190,0.420,5.38,-0.31,-3.75,26.67,309.5,-4.9,13.88
33377,8.710,0.650,-0.880,6.50,-0.62,-2.12,26.67,309.5,-4.3,8.78
33417,11.590,1.160,0.110,7.31,2.44,-2.19,26.67,309.5,-5.7,11.65
33457,13.400,2.380,-4.760,9.44,-3.50,-4.62,26.67,309.5,-10.1,14.42
33497,24.570,2.480,3.410,5.62,9.88,2.25,26.67,309.5,-5.8,24.93
33537,14.140,-2.900,-5.730,13.75,-1.75,4.88,26.67,309.5,11.6,15.53
33577,9.160,-0.270,-3.480,11.12,4.38,0.44,26.67,309.5,1.7,9.80
33617,8.540,0.820,3.080,4.19,5.88,-2.31,26.67,309.5,-5.5,9.12
33657,13.440,1.410,1.840,6.06,-0.25,-2.00,26.67,309.5,-6.0,13.64
33697,1.220,0.700,0.540,7.44,2.81,-3.50,26.67,309.5,-29.8,1.51
33737,18.290,4.600,-1.470,2.44,2.81,-5.12,26.67,309.5,-14.1,18.92
33777,5.960,0.110,-3.450,9.06,-1.50,-1.50,26.67,309.5,-1.1,6.89
33817,7.130,0.130,-2.930,6.00,2.25,3.69,26.67,309.5,-1.0,7.71
33857,6.690,-0.340,0.070,6.44,1.94,0.25,26.67,309.5,2.9,6.70
33897,9.020,-0.950,2.570,6.00,1.69,0.69,26.67,309.5,6.0,9.43
33937,9.620,-1.070,1.310,8.62,-0.25,1.31,27.35,303.8,6.3,9.77
33977,6.040,0.210,3.070,7.56,1.62,-1.94,27.35,303.8,-2.0,6.78
34017,18.500,-0.070,6.780,3.56,12.69,3.69,27.35,303.8,0.2,19.70
34057,9.450,-0.790,5.340,7.56,7.50,-0.25,27.35,303.8,4.8,10.88
34097,10.010,-0.530,2.220,9.69,-0.69,3.56,27.35,303.8,3.0,10.27
34137,19.950,2.920,0.000,7.56,2.25,-0.75,27.35,303.8,-8.3,20.16
34177,10.950,0.800,1.880,5.19,9.19,5.19,27.35,303.8,-4.2,11.14
34217,10.570,1.870,-0.730,10.50,4.38,-2.25,27.35,303.8,-10.0,10.76
34257,11.550,-0.820,1.470,7.31,2.56,0.62,27.35,303.8,4.1,11.67
34297,11.730,-0.390,1.710,7.19,2.44,-1.00,27.35,303.8,1.9,11.86
34337,5.640,2.250,2.770,9.25,1.00,-5.06,27.35,303.8,-21.7,6.67
34377,6.540,-0.420,2.710,4.69,6.75,2.00,27.35,303.8,3.7,7.09
34417,7.630,-0.680,3.410,4.38,1.69,0.75,27.35,303.8,5.1,8.38
34457,9.100,-0.770,-1.910,9.44,-6.25,0.88,27.35,303.8,4.8,9.33
34497,19.760,1.710,-0.880,10.06,-5.00,-3.00,27.35,303.8,-4.9,19.85
34537,10.270,2.480,0.470,4.00,-2.44,-6.12,27.35,303.8,-13.6,10.58
34577,4.940,-2.160,2.440,6.38,2.06,4.44,27.35,303.8,23.6,5.92
34617,9.630,-2.510,2.530,8.69,2.94,4.81,27.35,303.8,14.6,10.27
34657,17.770,-1.370,-0.430,3.88,1.44,1.56,27.35,303.8,4.4,17.83
34697,18.430,-1.760,1.910,5.50,1.75,4.12,27.35,303.8,5.5,18.61
34737,20.420,-1.790,0.590,7.88,-0.19,7.69,27.35,303.8,5.0,20.51
34777,7.590,-0.450,-0.400,10.75,-1.50,1.38,27.35,303.8,3.4,7.61
34817,9.310,0.240,-1.020,7.56,0.12,0.25,27.35,303.8,-1.5,9.37
34857,14.560,0.270,2.770,4.69,5.50,2.25,27.35,303.8,-1.1,14.82
34897,9.070,-1.200,0.000,7.50,4.25,2.12,27.35,303.8,7.5,9.15
34937,10.290,-0.710,2.830,5.94,1.62,-0.12,27.37,297.1,3.9,10.70
34977,9.330,-2.220,0.450,7.44,0.06,-1.19,27.37,297.1,13.4,9.60
35017,6.450,-0.670,-1.530,6.75,4.50,2.75,27.37,297.1,5.9,6.66
35057,7.000,0.000,3.780,8.00,-1.38,1.69,27.37,297.1,-0.0,7.96
35097,12.120,-0.700,-1.040,7.88,0.50,-2.81,27.37,297.1,3.3,12.18
35137,14.170,1.110,1.960,6.00,0.00,-2.25,27.37,297.1,-4.5,14.35
35177,14.660,-1.490,1.350,9.81,-4.31,-1.50,27.37,297.1,5.8,14.80
35217,5.860,0.190,-2.620,10.44,-5.06,0.38,27.37,297.1,-1.9,6.42
35257,4.080,1.570,-2.940,7.88,-3.69,-3.94,27.37,297.1,-21.0,5.27
35297,0.830,-0.940,4.230,4.88,14.25,3.81,27.37,297.1,48.6,4.41
35337,4.800,0.690,-2.590,6.94,2.44,-2.62,27.37,297.1,-8.2,5.50
35377,9.900,-0.740,-1.460,7.69,-1.38,-1.06,27.37,297.1,4.3,10.03
35417,17.020,0.370,5.240,6.25,3.62,-2.06,27.37,297.1,-1.2,17.81
35457,6.940,1.600,1.390,9.56,2.69,-3.50,27.37,297.1,-13.0,7.26
35497,11.470,-0.060,2.950,5.75,5.25,-1.12,27.37,297.1,0.3,11.84
35537,11.370,-0.900,2.090,11.62,0.19,-3.44,27.37,297.1,4.5,11.60
35577,15.160,0.040,-0.370,6.00,1.44,-4.88,27.37,297.1,-0.2,15.16
35617,9.180,1.210,-1.110,7.62,-1.62,-3.75,27.37,297.1,-7.5,9.33
35657,7.770,0.080,-2.540,9.00,-3.69,-0.38,27.37,297.1,-0.6,8.18
35697,10.320,1.420,0.370,10.75,-2.19,-2.19,27.37,297.1,-7.8,10.42
35737,7.640,0.180,-2.870,10.25,2.31,-2.25,27.37,297.1,-1.3,8.16
35777,13.200,-0.190,0.720,9.12,-0.62,-3.62,27.37,297.1,0.8,13.22
35817,4.680,-1.760,-0.640,12.12,-3.19,-0.25,27.37,297.1,20.6,5.04
35857,6.770,-0.620,0.290,9.25,1.69,-3.62,27.37,297.1,5.2,6.80
35897,8.570,2.480,-0.150,6.81,4.94,-5.19,27.37,297.1,-16.1,8.92
35937,12.500,-0.350,1.660,8.81,-3.19,-7.25,27.16,290.0,1.6,12.61
35977,10.540,-0.770,-0.390,8.62,-0.62,-0.88,27.16,290.0,4.2,10.58
36017,6.380,-0.400,-1.950,10.75,0.69,0.38,27.16,290.0,3.6,6.68
36057,22.720,-1.660,5.650,11.06,-2.81,-3.69,27.16,290.0,4.2,23.47
36097,5.470,-2.540,3.620,6.56,-1.19,2.75,27.16,290.0,24.9,7.03
36137,7.260,-3.100,-3.380,17.06,-6.56,4.12,27.16,290.0,23.1,8.59
36177,9.200,0.540,-2.570,10.62,-2.94,0.31,27.16,290.0,-3.4,9.57
36217,7.450,0.470,-2.070,11.75,-1.06,1.56,27.16,290.0,-3.6,7.75
36257,10.240,0.790,-4.210,10.06,-0.62,-0.62,27.16,290.0,-4.4,11.10
36297,7.680,-0.240,-4.280,9.00,-3.50,2.94,27.16,290.0,1.8,8.80
36337,11.580,-0.130,-1.970,14.56,-6.69,1.81,27.16,290.0,0.6,11.75
36377,0.360,0.640,-6.080,7.62,2.00,0.81,27.16,290.0,-60.6,6.12
36417,5.670,-2.450,-4.860,9.50,-2.38,9.06,27.16,290.0,23.4,7.86
36457,8.260,0.000,1.620,11.88,-1.94,3.94,27.16,290.0,-0.0,8.42
36497,5.440,1.900,-2.080,10.69,2.19,1.25,27.16,290.0,-19.3,6.13
36537,11.020,0.950,-0.710,13.25,0.62,0.44,27.16,290.0,-4.9,11.08
36577,10.460,1.940,-3.040,7.88,-0.19,-2.38,27.16,290.0,-10.5,11.06
36617,7.870,-0.450,-0.810,9.31,2.62,1.19,27.16,290.0,3.3,7.92
